pedido_key,pedido_id,fecha_key,fecha,dia,nombre_dia,es_fin_de_semana,semana_anio,mes,nombre_mes,trimestre,anio,anio_mes,cliente_key,cliente_id,alias_cliente,hash_cliente,ciudad_cliente,pais_cliente,codigo_pais_cliente,fecha_registro_cliente,segmento_cliente,metodo_pago_preferido_cliente,cliente_activo,restaurante_key,restaurante_id,nombre_restaurante,cocina_restaurante,ciudad_restaurante,pais_restaurante,codigo_pais_restaurante,costo_promedio_dos_personas,nivel_rating_restaurante,tiene_delivery,tiene_comer_en_local,tiene_wifi,acepta_tarjeta,restaurante_activo,metodo_pago_key,metodo_pago,estado_key,estado_pedido,estado_completado,estado_es_incidencia,monto_total,tarifa_entrega,distancia_km,tiempo_entrega_minutos,multiplicador_hora_pico,calificacion_operativa,hubo_demora
14060,14060,20260813,2026-08-13,13,Thursday,0,33,8,August,3,2026,2026-08,2039,2040,Cliente_002040,EA0358B0C5274F6579505BB5FDD5F117F21DC765CC8D55ECEA225E376C3E405C,Salvador,Brazil,BR,2026-05-08,VIP,Cash,1,59,60,Salvador Damascus Kitchen,Middle Eastern,Salvador,Brazil,BR,113,Bajo,0,1,0,1,1,4,Cash,1,Delivered,1,0,106.22,11.35,18.7,57.0,1.0,2.82,1
14061,14061,20241106,2024-11-06,6,Wednesday,0,45,11,November,4,2024,2024-11,440,441,Cliente_000441,B21CA13273F18D145269ADC71B5F2203C6C8127E1A4337A633C0DD6490F15537,Chennai,India,IN,2026-08-25,VIP,Wallet,1,60,61,Sao Paulo Wok Table,Chinese,Sao Paulo,Brazil,BR,107,Alto,1,1,1,1,1,4,Cash,2,Cancelled,0,1,154.08,5.19,5.1,42.0,1.25,4.47,0
14062,14062,20260825,2026-08-25,25,Tuesday,0,35,8,August,3,2026,2026-08,1001,1002,Cliente_001002,4D362417C78599FD805F8913829E7324B0A75700F8EA657A0B9926BE5FCF2D6E,Sao Paulo,Brazil,BR,2026-01-05,Recurrente,Cash,1,61,62,Sao Paulo Perfume River Kitchen & Bar,Vietnamese,Sao Paulo,Brazil,BR,67,Medio,1,0,1,1,1,3,Wallet,1,Delivered,1,0,84.42,4.55,3.4,37.0,1.5,4.53,0
14063,14063,20241125,2024-11-25,25,Monday,0,48,11,November,4,2024,2024-11,5570,5571,Cliente_005571,EB330F0B8EBDE35EDB64DE98D3D07B55470A91798F5D02877F3D8992CB03BA1D,Salvador,Brazil,BR,2026-07-02,Recurrente,DebitCard,1,62,63,Salvador Verde Grill,Brazilian,Salvador,Brazil,BR,40,Medio,1,0,0,1,1,1,CreditCard,1,Delivered,1,0,16.8,8.5,10.4,59.0,1.25,3.05,1
14064,14064,20241101,2024-11-01,1,Friday,0,44,11,November,4,2024,2024-11,2751,2752,Cliente_002752,2852C06194FCF6BD002F65CB7A8554D40C63CFC8FAB70D960AE243CBBF9D5D87,Tokyo,Japan,JP,2026-01-02,VIP,DebitCard,1,63,64,Tokyo Sevilla Garden,Spanish,Tokyo,Japan,JP,91,Alto,1,1,1,1,1,4,Cash,2,Cancelled,0,1,47.32,3.3,2.6,40.0,1.0,3.9,0
14065,14065,20250719,2025-07-19,19,Saturday,1,29,7,July,3,2025,2025-07,4837,4838,Cliente_004838,713C8429D064F4BAC17C0AEC93CEB3B1F527DFCACF53C18CF171BF598E3A882A,Rio de Janeiro,Brazil,BR,2026-04-17,VIP,CreditCard,1,64,65,Rio de Janeiro Maharaja Bistro,Indian,Rio de Janeiro,Brazil,BR,75,Bajo,1,1,1,1,1,3,Wallet,3,Refunded,0,1,84.0,3.55,3.1,38.0,1.0,4.53,0
14066,14066,20251210,2025-12-10,10,Wednesday,0,50,12,December,4,2025,2025-12,4457,4458,Cliente_004458,1885A7F057907C853EE1CF986163A4F54A4B6D8B34C53F87020B4624C0FFBE69,Mumbai,India,IN,2023-11-11,VIP,CreditCard,1,65,66,Mumbai Olympus Diner,Greek,Mumbai,India,IN,110,Medio,1,1,0,1,1,1,CreditCard,1,Delivered,1,0,51.7,11.65,19.3,66.0,1.0,3.47,1
14067,14067,20260825,2026-08-25,25,Tuesday,0,35,8,August,3,2026,2026-08,1689,1690,Cliente_001690,85FF15A93456B9D64291E70F1292BE7171F8488598FFC0AC92D33B0865851DEC,Tokyo,Japan,JP,2026-08-20,VIP,CreditCard,1,66,67,Tokyo Sol Eatery,Mexican,Tokyo,Japan,JP,119,Medio,1,1,1,1,1,2,DebitCard,1,Delivered,1,0,151.13,9.28,9.7,62.0,1.5,2.66,1
14068,14068,20260722,2026-07-22,22,Wednesday,0,30,7,July,3,2026,2026-07,5829,5830,Cliente_005830,83B1A75866A5EAE72F12436CBE4BDAB14F4919BD171B870515302943B933E95F,Mumbai,India,IN,2024-09-23,VIP,Wallet,1,67,68,Mumbai Bibim Corner,Korean,Mumbai,India,IN,57,Medio,1,0,1,1,1,1,CreditCard,1,Delivered,1,0,88.92,3.5,2.0,44.0,1.5,3.86,0
14069,14069,20260724,2026-07-24,24,Friday,0,30,7,July,3,2026,2026-07,4456,4457,Cliente_004457,7EB76FE96E3F6FC2613A49ED6CBD88DCEE84C726D150728C7A1E15652CE43826,London,United Kingdom,GB,2026-03-29,Recurrente,Wallet,1,68,69,London Roadside Place,American,London,United Kingdom,GB,120,Medio,1,1,1,1,1,2,DebitCard,4,Failed,0,1,128.4,4.44,3.9,46.0,1.25,3.24,1
14070,14070,20260321,2026-03-21,21,Saturday,1,12,3,March,1,2026,2026-03,470,471,Cliente_000471,08AA746F3F061325AE87A0A436C00CDA0723DA425E099B0C4C41ED27471D4A22,Mumbai,India,IN,2023-12-11,VIP,Cash,1,69,70,Mumbai Champs House,French,Mumbai,India,IN,119,Alto,1,1,1,1,1,4,Cash,1,Delivered,1,0,171.36,9.94,12.7,57.0,1.25,3.2,1
14071,14071,20251204,2025-12-04,4,Thursday,0,49,12,December,4,2025,2025-12,5411,5412,Cliente_005412,65EEC01BBCFB43F08B6F8FDA38A7E308981219DEEC09CAA7358C9BE7EFDA6B07,Birmingham,United Kingdom,GB,2025-06-06,VIP,Wallet,1,70,71,Salvador Wasabi Cafe,Japanese,Salvador,Brazil,BR,47,Bajo,1,1,1,1,1,3,Wallet,4,Failed,0,1,61.1,8.3,8.4,45.0,1.5,4.34,0
14072,14072,20260110,2026-01-10,10,Saturday,1,2,1,January,1,2026,2026-01,2597,2598,Cliente_002598,F683E5B6274651F71391D4569B53567B649D7846E46CCE017B97B186C22FBCF5,Brasilia,Brazil,BR,2025-05-18,VIP,CreditCard,1,71,72,Tokyo Lemongrass Kitchen,Thai,Tokyo,Japan,JP,65,Medio,1,1,1,1,1,2,DebitCard,1,Delivered,1,0,29.25,8.5,10.4,38.0,1.25,4.32,0
14073,14073,20250531,2025-05-31,31,Saturday,1,22,5,May,2,2025,2025-05,4457,4458,Cliente_004458,1885A7F057907C853EE1CF986163A4F54A4B6D8B34C53F87020B4624C0FFBE69,Mumbai,India,IN,2023-11-11,VIP,CreditCard,1,72,73,Chennai Vineyard Table,Italian,Chennai,India,IN,101,Medio,1,0,1,1,1,1,CreditCard,1,Delivered,1,0,139.38,5.31,5.3,42.0,1.25,4.05,0
14074,14074,20260719,2026-07-19,19,Sunday,1,30,7,July,3,2026,2026-07,2189,2190,Cliente_002190,78A2F8E6ED29BB549E16F074571F7C59BADD8993D2A2D027A0D2EE9650311E6E,Chicago,United States,US,2026-08-13,VIP,Cash,1,73,74,Chicago Levant Kitchen & Bar,Mediterranean,Chicago,United States,US,94,Medio,1,1,1,1,1,2,DebitCard,1,Delivered,1,0,51.7,5.6,4.8,51.57,1.5,3.36,0
14075,14075,20260820,2026-08-20,20,Thursday,0,34,8,August,3,2026,2026-08,2052,2053,Cliente_002053,E705D0FFBEFC1BCC356243CA244C4B24AE684C50737D80DCEB93EB464A72840B,London,United Kingdom,GB,2025-10-06,VIP,DebitCard,1,74,75,London Sahara Grill,Middle Eastern,London,United Kingdom,GB,71,Medio,1,1,1,1,1,3,Wallet,1,Delivered,1,0,79.52,10.45,16.9,50.61,1.0,3.43,1
14076,14076,20260323,2026-03-23,23,Monday,0,13,3,March,1,2026,2026-03,2138,2139,Cliente_002139,8E5163CB5AC55E8A5324D4BE4EB1724C49AAD2EC5E64DEED740ACDE653118682,Tokyo,Japan,JP,2026-03-05,Recurrente,CreditCard,1,75,76,Chennai Bamboo Garden Garden,Chinese,Chennai,India,IN,57,Medio,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,75.24,5.7,7.4,45.0,1.0,4.06,0
14077,14077,20250512,2025-05-12,12,Monday,0,20,5,May,2,2025,2025-05,310,311,Cliente_000311,8FD526ACBE97C7E88C8DA9C67913BFEE5861A9A3924C3D9A4FB2F28172A70DDA,Bangalore,India,IN,2024-04-30,VIP,DebitCard,0,76,77,Bangalore Hanoi Bistro,Vietnamese,Bangalore,India,IN,73,Alto,0,1,0,1,0,4,Cash,1,Delivered,1,0,67.89,8.98,9.3,61.0,1.5,2.65,1
14078,14078,20250211,2025-02-11,11,Tuesday,0,7,2,February,1,2025,2025-02,5000,5001,Cliente_005001,D4B9512219E7D8B4F9E54E3FCE8A4DDB5E5428588235FE56D99A8DA9CDAE560F,Rio de Janeiro,Brazil,BR,2025-07-27,VIP,DebitCard,1,77,78,Rio de Janeiro Churrascaria Diner,Brazilian,Rio de Janeiro,Brazil,BR,107,Alto,1,1,0,1,1,4,Cash,1,Delivered,1,0,102.72,14.19,19.5,67.0,1.25,3.25,1
14079,14079,20250417,2025-04-17,17,Thursday,0,16,4,April,2,2025,2025-04,4211,4212,Cliente_004212,E76C9797FB44512F6EB66989A53660A61D2EA7A06A052CE7DB195BCDEC290CBC,Brasilia,Brazil,BR,2024-09-11,Recurrente,CreditCard,1,78,79,New York Madrid Eatery,Spanish,New York,United States,US,154,Medio,1,1,1,1,1,4,Cash,4,Failed,0,1,177.1,4.75,5.5,35.0,1.0,4.0,0
14080,14080,20260613,2026-06-13,13,Saturday,1,24,6,June,2,2026,2026-06,2008,2009,Cliente_002009,343D4F85F38DC8CD427A6CBDEC97538A7A295A38EB571352F7507F91E3BD9F0E,Chennai,India,IN,2024-10-03,VIP,Cash,0,79,80,Chennai Spice Corner,Indian,Chennai,India,IN,124,Alto,0,1,1,1,1,1,CreditCard,1,Delivered,1,0,142.6,16.4,19.2,67.0,1.5,2.8,1
14081,14081,20250206,2025-02-06,6,Thursday,0,6,2,February,1,2025,2025-02,5025,5026,Cliente_005026,FCEF7F660BD7CFD30BAB0E48F2C8348A92459729D487862FDBAA74B1D284E9F3,London,United Kingdom,GB,2026-07-25,VIP,Cash,1,80,81,London Santorini Place,Greek,London,United Kingdom,GB,120,Bajo,0,1,1,1,1,2,DebitCard,1,Delivered,1,0,122.4,7.55,7.4,47.0,1.5,2.63,1
14082,14082,20260319,2026-03-19,19,Thursday,0,12,3,March,1,2026,2026-03,4631,4632,Cliente_004632,4CDB2A9B53FC6E4E3FE775EC1986AFC7059B0CCDC631EFC509BF69D8DD47EF81,Bangalore,India,IN,2026-08-06,Recurrente,Cash,1,81,82,Bangalore Cantina House,Mexican,Bangalore,India,IN,51,Alto,1,1,1,1,1,4,Cash,1,Delivered,1,0,61.2,6.8,6.4,47.0,1.5,2.87,1
14083,14083,20260823,2026-08-23,23,Sunday,1,35,8,August,3,2026,2026-08,4059,4060,Cliente_004060,110635BED4491BE46F4714F19B1443BB202CB8F68ED29186D6F914E9636929F5,Los Angeles,United States,US,2025-10-22,Recurrente,Wallet,1,82,83,Los Angeles Gangnam Cafe,Korean,Los Angeles,United States,US,70,Alto,1,1,1,1,1,2,DebitCard,1,Delivered,1,0,79.8,5.08,4.1,45.0,1.5,4.18,0
14084,14084,20260510,2026-05-10,10,Sunday,1,20,5,May,2,2026,2026-05,3029,3030,Cliente_003030,7AFAB1E95B3D961C11AB00937B644F42B84AD44A7537DDC37CC5AF9833CD2FBA,Yokohama,Japan,JP,2026-01-01,VIP,CreditCard,1,83,84,Yokohama Uptown Kitchen,American,Yokohama,Japan,JP,83,Medio,1,0,0,1,1,2,DebitCard,1,Delivered,1,0,120.35,4.35,4.7,31.0,1.0,4.49,0
14085,14085,20260805,2026-08-05,5,Wednesday,0,32,8,August,3,2026,2026-08,5774,5775,Cliente_005775,A91DBDD39A04DE6B3CA3E696E07C3B2069F14EE30956802794C5A38BBBC310C8,Chicago,United States,US,2024-06-28,Recurrente,Wallet,1,84,85,Chicago Cheri Table,French,Chicago,United States,US,139,Bajo,1,0,1,1,1,2,DebitCard,1,Delivered,1,0,104.25,13.31,18.1,67.0,1.25,2.59,1
14086,14086,20260825,2026-08-25,25,Tuesday,0,35,8,August,3,2026,2026-08,5793,5794,Cliente_005794,99651CBFDF5389681DA44E1C6FF74AEA4C13294E4531746C3FBCE01E408BE709,Los Angeles,United States,US,2025-06-15,VIP,Cash,1,85,86,Los Angeles Sushi Kitchen & Bar,Japanese,Los Angeles,United States,US,40,Alto,1,1,1,1,1,2,DebitCard,1,Delivered,1,0,56.8,17.38,20.5,79.0,1.5,2.64,1
14087,14087,20260206,2026-02-06,6,Friday,0,6,2,February,1,2026,2026-02,336,337,Cliente_000337,0F043AEFCD6000E184F0D03181BFB67F77D17D431C443DEF15883C8E9D0E6ACE,Sao Paulo,Brazil,BR,2024-12-17,VIP,CreditCard,1,86,87,Delhi Golden Elephant Grill,Thai,Delhi,India,IN,87,Bajo,0,0,1,1,1,1,CreditCard,1,Delivered,1,0,64.38,6.95,6.6,60.0,1.5,3.5,1
14088,14088,20260324,2026-03-24,24,Tuesday,0,13,3,March,1,2026,2026-03,1029,1030,Cliente_001030,43A1ADDA174586FBBA1682695E6260256685C0FB1BB476D4AA76DE30A86F31CB,Bangalore,India,IN,2026-03-06,VIP,Cash,1,87,88,Tokyo Trattoria Garden,Italian,Tokyo,Japan,JP,98,Alto,1,1,0,1,1,2,DebitCard,1,Delivered,1,0,114.66,5.1,6.2,32.0,1.0,3.95,0
14089,14089,20251207,2025-12-07,7,Sunday,1,50,12,December,4,2025,2025-12,2327,2328,Cliente_002328,A8B0BD715F3819FC4120A172F1A65812582592B70064E1D9DE0113431A577C6E,Rio de Janeiro,Brazil,BR,2026-06-17,EnRiesgo,Cash,1,88,89,Rio de Janeiro Aegean Bistro,Mediterranean,Rio de Janeiro,Brazil,BR,51,Medio,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,28.56,14.6,16.8,64.0,1.5,2.95,1
14090,14090,20260825,2026-08-25,25,Tuesday,0,35,8,August,3,2026,2026-08,5855,5856,Cliente_005856,506451F7406940F3C20BDCDB0468C21BC531D866BB8F8E76617223D4B09FB6D2,Sao Paulo,Brazil,BR,2025-01-31,VIP,DebitCard,1,89,90,Sao Paulo Bazaar Diner,Middle Eastern,Sao Paulo,Brazil,BR,114,Bajo,1,0,1,1,1,4,Cash,1,Delivered,1,0,115.14,12.4,20.8,65.0,1.0,3.39,1
14091,14091,20260709,2026-07-09,9,Thursday,0,28,7,July,3,2026,2026-07,3160,3161,Cliente_003161,80F6B130D5BB1545C66D7807CDFA750E705A0423049C7A98982BE952DC74FC06,Chennai,India,IN,2026-08-25,VIP,DebitCard,1,90,91,Chennai Panda Eatery,Chinese,Chennai,India,IN,128,Alto,1,1,1,1,1,4,Cash,1,Delivered,1,0,122.88,5.63,5.8,40.0,1.25,4.21,0
14092,14092,20260616,2026-06-16,16,Tuesday,0,25,6,June,2,2026,2026-06,2922,2923,Cliente_002923,C6AC3DF1705C03351D5D588FB8B9C452AF6587A9EF55723F17820AD84F3E7D7E,New York,United States,US,2026-07-31,Recurrente,Wallet,1,91,92,New York Rice Paper Corner,Vietnamese,New York,United States,US,63,Alto,1,1,0,0,1,1,CreditCard,1,Delivered,1,0,77.49,2.8,1.6,40.0,1.0,4.38,0
14093,14093,20260824,2026-08-24,24,Monday,0,35,8,August,3,2026,2026-08,1390,1391,Cliente_001391,07D056D35F6D815B9336F8AA99CDD2F7AAAA433D2A44BDDF8E13A7AA705AEBFC,Tokyo,Japan,JP,2025-10-03,VIP,Cash,1,92,93,Tokyo Cerrado Place,Brazilian,Tokyo,Japan,JP,89,Bajo,0,1,1,1,1,2,DebitCard,2,Cancelled,0,1,89.0,6.55,9.1,48.0,1.0,3.35,1
14094,14094,20260607,2026-06-07,7,Sunday,1,24,6,June,2,2026,2026-06,260,261,Cliente_000261,6B607F2F4B62244920D5E4C7E9B58A1FA1DD6A2667F80142675BE16A23539A35,Delhi,India,IN,2024-06-26,VIP,Cash,1,93,94,Fortaleza Barcelona House,Spanish,Fortaleza,Brazil,BR,60,Bajo,1,1,1,0,1,1,CreditCard,1,Delivered,1,0,29.4,3.9,3.8,36.0,1.0,4.29,0
14095,14095,20250929,2025-09-29,29,Monday,0,40,9,September,3,2025,2025-09,5677,5678,Cliente_005678,F41E8971B4628CAFF28D9FD7C0A9B3BF8AF23E041502F924C48D5BA3BFFC9191,Tokyo,Japan,JP,2024-07-13,Recurrente,Cash,1,94,95,Tokyo Namaste Cafe,Indian,Tokyo,Japan,JP,60,Medio,1,1,1,1,1,2,DebitCard,1,Delivered,1,0,73.8,3.9,3.8,36.0,1.0,4.15,0
14096,14096,20250909,2025-09-09,9,Tuesday,0,37,9,September,3,2025,2025-09,636,637,Cliente_000637,60F88F61EDF5C586F756D2825E39D53D216E8CFDBE10AA6E55087B6562E81B88,Hyderabad,India,IN,2026-08-24,VIP,CreditCard,1,95,96,Bangalore Acropolis Kitchen,Greek,Bangalore,India,IN,104,Alto,1,1,1,1,1,2,DebitCard,1,Delivered,1,0,159.12,12.45,20.9,63.0,1.0,3.47,1
14097,14097,20260317,2026-03-17,17,Tuesday,0,12,3,March,1,2026,2026-03,3010,3011,Cliente_003011,E6FFDB517D297728C4BFC9C323C12B28340540CDD27491289208273A95317AB6,Tokyo,Japan,JP,2025-05-19,Recurrente,Wallet,1,96,97,Tokyo Azteca Table,Mexican,Tokyo,Japan,JP,65,Medio,1,0,0,1,1,1,CreditCard,1,Delivered,1,0,37.7,13.56,18.5,63.0,1.25,2.83,1
14098,14098,20250818,2025-08-18,18,Monday,0,34,8,August,3,2025,2025-08,201,202,Cliente_000202,94FAB6B36AE94FC62FE78094A20F7CE65D4430D98218D72286B79551C6DDCB1F,Bangalore,India,IN,2025-08-14,Recurrente,DebitCard,1,97,98,Bangalore Hanok Kitchen & Bar,Korean,Bangalore,India,IN,117,Medio,1,1,0,1,1,1,CreditCard,1,Delivered,1,0,65.52,8.13,9.8,52.0,1.25,2.69,1
14099,14099,20260526,2026-05-26,26,Tuesday,0,22,5,May,2,2026,2026-05,111,112,Cliente_000112,400C5562382589A346C5B3EEA51A45D3E4EBA59744F0F967F6BA7B6FE9271628,Delhi,India,IN,2025-05-22,Recurrente,Cash,1,98,99,Delhi Diner Grill,American,Delhi,India,IN,99,Bajo,1,1,1,1,1,4,Cash,1,Delivered,1,0,68.31,4.5,4.0,48.0,1.25,3.28,1
14100,14100,20250506,2025-05-06,6,Tuesday,0,19,5,May,2,2025,2025-05,1034,1035,Cliente_001035,85FCC6A79B92DADC812964EF8DF7C150A6798A342AB597695AF39B6D68DDA3FD,Yokohama,Japan,JP,2024-02-28,VIP,Wallet,1,99,100,Yokohama Provence Garden,French,Yokohama,Japan,JP,116,Bajo,1,1,0,1,1,1,CreditCard,1,Delivered,1,0,164.72,13.63,18.6,68.0,1.25,3.47,1
14101,14101,20260526,2026-05-26,26,Tuesday,0,22,5,May,2,2026,2026-05,3932,3933,Cliente_003933,648092BEC266713D3B25E521012355AD8E50DD15CD56AA2BFA8BCC1430AC9B0D,Sao Paulo,Brazil,BR,2025-11-02,Recurrente,Cash,1,100,101,Sao Paulo Fuji Bistro,Japanese,Sao Paulo,Brazil,BR,42,Medio,1,1,1,1,1,2,DebitCard,4,Failed,0,1,36.96,14.56,20.1,71.0,1.25,3.4,1
14102,14102,20260819,2026-08-19,19,Wednesday,0,34,8,August,3,2026,2026-08,2468,2469,Cliente_002469,4980AAF180778629B122407E0E4F1B8B8401443E7250029305ED589380E8EAD1,Mumbai,India,IN,2026-08-23,VIP,Cash,1,101,102,Mumbai Jasmine Diner,Thai,Mumbai,India,IN,95,Alto,0,1,1,1,1,1,CreditCard,1,Delivered,1,0,44.65,4.69,4.3,31.0,1.25,4.2,0
14103,14103,20260109,2026-01-09,9,Friday,0,2,1,January,1,2026,2026-01,3586,3587,Cliente_003587,864F583A3CD5758369F6E99D6E2223EA72E5DC2575DA7868125895449BAB3EE2,Brasilia,Brazil,BR,2024-03-03,VIP,DebitCard,1,102,103,Chicago Vino Eatery,Italian,Chicago,United States,US,96,Alto,0,1,1,1,1,1,CreditCard,1,Delivered,1,0,108.48,14.56,20.1,59.0,1.25,3.05,1
14104,14104,20260502,2026-05-02,2,Saturday,1,18,5,May,2,2026,2026-05,4522,4523,Cliente_004523,F494A0A409E27621B16A33D9BE6F5267AF6DCA9F7A8660D8A5970A17977635BD,Yokohama,Japan,JP,2026-06-13,Recurrente,DebitCard,1,103,104,Yokohama Olive Corner,Mediterranean,Yokohama,Japan,JP,79,Medio,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,41.87,4.3,4.6,24.0,1.0,4.77,0
14105,14105,20260720,2026-07-20,20,Monday,0,30,7,July,3,2026,2026-07,684,685,Cliente_000685,B2771F03C9C1AE159E721A68500A504486522D585776B70C67562D32F79E9A98,Delhi,India,IN,2026-07-06,Recurrente,Cash,1,104,105,Delhi Cedar Grove Place,Middle Eastern,Delhi,India,IN,108,Medio,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,160.92,13.18,14.9,66.0,1.5,2.88,1
14106,14106,20260814,2026-08-14,14,Friday,0,33,8,August,3,2026,2026-08,3757,3758,Cliente_003758,3517F93FDA32B9B4387BB766B4C97EC4EDA13EFF99CC0CD8A66F11C00BC47972,Yokohama,Japan,JP,2026-01-26,Recurrente,Cash,1,105,106,Yokohama Jade House,Chinese,Yokohama,Japan,JP,115,Alto,1,0,1,1,1,2,DebitCard,1,Delivered,1,0,116.15,10.35,16.7,52.0,1.0,3.43,1
14107,14107,20250425,2025-04-25,25,Friday,0,17,4,April,2,2025,2025-04,5648,5649,Cliente_005649,8E40B4C6090F6D7828B463F0026E02FB3F0171D93E1ACAD075634963024DC3AE,Delhi,India,IN,2026-07-05,VIP,Wallet,1,106,107,Delhi Bamboo Bowl Cafe,Vietnamese,Delhi,India,IN,126,Medio,1,1,0,1,1,1,CreditCard,1,Delivered,1,0,190.26,13.03,14.7,69.0,1.5,3.15,1
14108,14108,20260823,2026-08-23,23,Sunday,1,35,8,August,3,2026,2026-08,837,838,Cliente_000838,D830C2B75CD0D95BBC8E4EBE4DCFDD0F7AE6A17BB1D32666CDBA48736260FBFC,Bangalore,India,IN,2025-11-15,VIP,Wallet,1,107,108,Bangalore Ipanema Kitchen,Brazilian,Bangalore,India,IN,108,Medio,0,1,1,1,1,4,Cash,1,Delivered,1,0,72.36,13.38,18.2,66.0,1.25,2.59,1
14109,14109,20260416,2026-04-16,16,Thursday,0,16,4,April,2,2026,2026-04,2534,2535,Cliente_002535,A3E3B75A4197601B3DE53D66B58B1D37C9AC93A564362AA8720FC4DC608B8734,Tokyo,Japan,JP,2025-11-19,VIP,Cash,1,108,109,Tokyo Costa Table,Spanish,Tokyo,Japan,JP,89,Alto,0,0,1,1,1,1,CreditCard,1,Delivered,1,0,68.53,7.55,11.1,48.0,1.0,2.57,1
14110,14110,20241229,2024-12-29,29,Sunday,1,53,12,December,4,2024,2024-12,1421,1422,Cliente_001422,55898D13F426E2653DCBD4D7CAF53C0731CBB011CEA9DF9CB5A3A8D8584B2FF0,Tokyo,Japan,JP,2026-05-02,VIP,Cash,0,109,110,Tokyo Bombay Kitchen & Bar,Indian,Tokyo,Japan,JP,104,Medio,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,72.8,13.4,15.2,54.0,1.5,2.88,1
14111,14111,20260619,2026-06-19,19,Friday,0,25,6,June,2,2026,2026-06,5728,5729,Cliente_005729,F4E622971D89E750E552A3687E65EF701ED72166ED0D36443667C0C27BB20AD0,Brasilia,Brazil,BR,2025-10-24,VIP,CreditCard,1,110,111,London Delphi Grill,Greek,London,United Kingdom,GB,139,Medio,1,1,1,1,1,2,DebitCard,1,Delivered,1,0,144.56,9.75,15.5,53.0,1.0,3.01,1
14112,14112,20260720,2026-07-20,20,Monday,0,30,7,July,3,2026,2026-07,2135,2136,Cliente_002136,A6976DF343ADD6C7EA19CB220172E2987268987DE2D9E46874D18CCE0BF81F30,Hyderabad,India,IN,2024-06-03,Recurrente,DebitCard,1,111,112,Hyderabad Fiesta Garden,Mexican,Hyderabad,India,IN,124,Bajo,1,1,1,1,1,4,Cash,1,Delivered,1,0,141.36,13.25,15.0,71.0,1.5,3.49,1
14113,14113,20250917,2025-09-17,17,Wednesday,0,38,9,September,3,2025,2025-09,405,406,Cliente_000406,3303DB38851479C2768E95CC5FB9CC950FBB356FD7D9279C8D1247E16586C604,Kyoto,Japan,JP,2024-07-20,VIP,Cash,1,112,113,Delhi Kimchi Bistro,Korean,Delhi,India,IN,61,Medio,1,1,1,0,1,2,DebitCard,1,Delivered,1,0,53.68,14.25,19.6,72.0,1.25,3.37,1
14114,14114,20260501,2026-05-01,1,Friday,0,18,5,May,2,2026,2026-05,1932,1933,Cliente_001933,033B0CEBA408F38318A47C9F61C97A59EED210134374B4DFBEE8FF58E6338480,London,United Kingdom,GB,2026-05-19,Recurrente,CreditCard,1,113,114,Bangalore Smokehouse Diner,American,Bangalore,India,IN,64,Bajo,1,0,1,1,1,2,DebitCard,1,Delivered,1,0,65.28,6.3,8.6,48.0,1.0,3.46,1
14115,14115,20251011,2025-10-11,11,Saturday,1,41,10,October,4,2025,2025-10,4850,4851,Cliente_004851,C92E4B310EF2D5DAFEE2DE56D442756116D9DCBAC50187F4F57593597F3C1353,Birmingham,United Kingdom,GB,2026-05-09,VIP,CreditCard,1,114,115,Birmingham Lumiere Eatery,French,Birmingham,United Kingdom,GB,57,Medio,1,1,1,1,1,4,Cash,2,Cancelled,0,1,88.35,13.25,18.0,73.0,1.25,3.21,1
14116,14116,20241115,2024-11-15,15,Friday,0,46,11,November,4,2024,2024-11,5440,5441,Cliente_005441,6DCAE945733447A50FBE62AED6DA2332E73C2E051EA3601769C5C1625EE43EB6,Bangalore,India,IN,2026-05-04,Recurrente,Wallet,1,115,116,Bangalore Umami Corner,Japanese,Bangalore,India,IN,121,Bajo,0,1,1,1,1,1,CreditCard,1,Delivered,1,0,88.33,8.06,9.7,53.0,1.25,3.29,1
14117,14117,20260111,2026-01-11,11,Sunday,1,3,1,January,1,2026,2026-01,3520,3521,Cliente_003521,3268856FAB1CD3D257DFAC6BBC17FE5E27B2CAD1EE2B1D2C0FA264F5CCDB3B3A,Chennai,India,IN,2026-03-21,Recurrente,Cash,1,116,117,Chennai Chili Place,Thai,Chennai,India,IN,142,Bajo,1,1,1,1,1,3,Wallet,1,Delivered,1,0,180.34,9.55,15.1,51.0,1.0,2.81,1
14118,14118,20260217,2026-02-17,17,Tuesday,0,8,2,February,1,2026,2026-02,5594,5595,Cliente_005595,40CDE4540F39F320F6F2EA1BD523B830896190F9BCD6C9F9F7DA4269E8018D64,Chennai,India,IN,2026-08-24,VIP,CreditCard,1,117,118,Chennai Basilico House,Italian,Chennai,India,IN,40,Bajo,1,1,1,1,1,2,DebitCard,3,Refunded,0,1,40.4,13.75,18.8,71.0,1.25,3.13,1
