resena_key,pedido_id,fecha_key,fecha,dia,nombre_dia,es_fin_de_semana,semana_anio,mes,nombre_mes,trimestre,anio,anio_mes,cliente_key,cliente_id,alias_cliente,ciudad_cliente,pais_cliente,segmento_cliente,restaurante_key,restaurante_id,nombre_restaurante,cocina_restaurante,ciudad_restaurante,pais_restaurante,nivel_rating_restaurante,calificacion,tiene_comentario,comentario
3087,8580,20260422,2026-04-22,22,Wednesday,0,17,4,April,2,2026,2026-04,1010,1011,Cliente_001011,Tokyo,Japan,VIP,579,580,Tokyo Provence Garden,French,Tokyo,Japan,Alto,2.3,1,Order arrived late and cold.
3088,8581,20260809,2026-08-09,9,Sunday,1,33,8,August,3,2026,2026-08,2202,2203,Cliente_002203,New York,United States,Recurrente,580,581,New York Fuji Bistro,Japanese,New York,United States,Alto,5.0,0,
3089,8584,20260612,2026-06-12,12,Friday,0,24,6,June,2,2026,2026-06,1114,1115,Cliente_001115,Tokyo,Japan,Recurrente,583,584,Tokyo Olive Corner,Mediterranean,Tokyo,Japan,Alto,2.7,0,
3090,8587,20260803,2026-08-03,3,Monday,0,32,8,August,3,2026,2026-08,502,503,Cliente_000503,Tokyo,Japan,VIP,586,587,Tokyo Bamboo Bowl Cafe,Vietnamese,Tokyo,Japan,Bajo,2.8,0,
3091,8591,20260215,2026-02-15,15,Sunday,1,8,2,February,1,2026,2026-02,3777,3778,Cliente_003778,Bangalore,India,EnRiesgo,590,591,Chennai Delphi Grill,Greek,Chennai,India,Medio,4.0,0,
3092,8592,20260731,2026-07-31,31,Friday,0,31,7,July,3,2026,2026-07,4027,4028,Cliente_004028,Delhi,India,VIP,591,592,Delhi Fiesta Garden,Mexican,Delhi,India,Alto,5.0,0,
3093,8594,20260220,2026-02-20,20,Friday,0,8,2,February,1,2026,2026-02,1414,1415,Cliente_001415,Chennai,India,VIP,593,594,New York Smokehouse Diner,American,New York,United States,Alto,4.1,0,
3094,8598,20260705,2026-07-05,5,Sunday,1,28,7,July,3,2026,2026-07,4848,4849,Cliente_004849,Rio de Janeiro,Brazil,Recurrente,597,598,Kyoto Basilico House,Italian,Kyoto,Japan,Medio,1.8,1,Order arrived late and cold.
3095,8599,20260424,2026-04-24,24,Friday,0,17,4,April,2,2026,2026-04,3471,3472,Cliente_003472,Tokyo,Japan,VIP,598,599,Tokyo Blue Wave Cafe,Mediterranean,Tokyo,Japan,Bajo,3.5,1,"It was fine, some items were cold."
3096,8600,20250913,2025-09-13,13,Saturday,1,37,9,September,3,2025,2025-09,966,967,Cliente_000967,Fortaleza,Brazil,VIP,599,600,Fortaleza Oasis Kitchen,Middle Eastern,Fortaleza,Brazil,Alto,3.0,1,"It was fine, some items were cold."
3097,8601,20260815,2026-08-15,15,Saturday,1,33,8,August,3,2026,2026-08,5945,5946,Cliente_005946,London,United Kingdom,Recurrente,600,601,London Lotus Table,Chinese,London,United Kingdom,Medio,3.5,0,
3098,8603,20250516,2025-05-16,16,Friday,0,20,5,May,2,2025,2025-05,719,720,Cliente_000720,Sao Paulo,Brazil,VIP,602,603,Sao Paulo Samba Grill,Brazilian,Sao Paulo,Brazil,Alto,4.3,0,
3099,8604,20260228,2026-02-28,28,Saturday,1,9,2,February,1,2026,2026-02,2449,2450,Cliente_002450,Osaka,Japan,VIP,603,604,Osaka Toro Garden,Spanish,Osaka,Japan,Bajo,3.7,0,
3100,8609,20250306,2025-03-06,6,Thursday,0,10,3,March,1,2025,2025-03,3386,3387,Cliente_003387,Tokyo,Japan,VIP,608,609,Sao Paulo Route 66 Place,American,Sao Paulo,Brazil,Bajo,3.6,0,
3101,8610,20251205,2025-12-05,5,Friday,0,49,12,December,4,2025,2025-12,3575,3576,Cliente_003576,Hyderabad,India,VIP,609,610,Hyderabad Chateau House,French,Hyderabad,India,Alto,4.1,1,"Great food, fast delivery, will order again."
3102,8612,20260806,2026-08-06,6,Thursday,0,32,8,August,3,2026,2026-08,1024,1025,Cliente_001025,Sao Paulo,Brazil,VIP,611,612,Sao Paulo Siam Kitchen,Thai,Sao Paulo,Brazil,Medio,4.3,0,
3103,8615,20260102,2026-01-02,2,Friday,0,1,1,January,1,2026,2026-01,16,17,Cliente_000017,Rio de Janeiro,Brazil,VIP,614,615,Rio de Janeiro Casbah Grill,Middle Eastern,Rio de Janeiro,Brazil,Alto,2.9,1,"It was fine, some items were cold."
3104,8618,20241120,2024-11-20,20,Wednesday,0,47,11,November,4,2024,2024-11,4928,4929,Cliente_004929,Fortaleza,Brazil,VIP,617,618,Bangalore Copacabana Diner,Brazilian,Bangalore,India,Alto,3.9,0,
3105,8619,20260211,2026-02-11,11,Wednesday,0,7,2,February,1,2026,2026-02,263,264,Cliente_000264,New York,United States,EnRiesgo,618,619,New York Ibiza Eatery,Spanish,New York,United States,Bajo,2.0,0,
3106,8622,20250207,2025-02-07,7,Friday,0,6,2,February,1,2025,2025-02,281,282,Cliente_000282,Rio de Janeiro,Brazil,VIP,621,622,Rio de Janeiro Chile House,Mexican,Rio de Janeiro,Brazil,Medio,4.3,1,Consistently good quality.
3107,8623,20250620,2025-06-20,20,Friday,0,25,6,June,2,2025,2025-06,5525,5526,Cliente_005526,Sao Paulo,Brazil,VIP,622,623,Sao Paulo Hallyu Cafe,Korean,Sao Paulo,Brazil,Medio,3.3,0,
3108,8629,20250903,2025-09-03,3,Wednesday,0,36,9,September,3,2025,2025-09,513,514,Cliente_000514,Bangalore,India,Recurrente,628,629,Bangalore Terra Bistro,Mediterranean,Bangalore,India,Alto,1.8,0,
3109,8638,20250919,2025-09-19,19,Friday,0,38,9,September,3,2025,2025-09,78,79,Cliente_000079,Mumbai,India,EnRiesgo,637,638,Tokyo Dosan Kitchen & Bar,Korean,Tokyo,Japan,Alto,5.0,1,"Loved it, definitely recommend."
3110,8640,20260830,2026-08-30,30,Sunday,1,36,8,August,3,2026,2026-08,1119,1120,Cliente_001120,Bangalore,India,VIP,639,640,Bangalore Bistro Garden,French,Bangalore,India,Alto,3.1,1,Decent but could be better.
3111,8648,20250701,2025-07-01,1,Tuesday,0,27,7,July,3,2025,2025-07,5453,5454,Cliente_005454,Liverpool,United Kingdom,Recurrente,647,648,Liverpool Bossa Kitchen,Brazilian,Liverpool,United Kingdom,Alto,4.1,0,
3112,8649,20251209,2025-12-09,9,Tuesday,0,50,12,December,4,2025,2025-12,3959,3960,Cliente_003960,Chicago,United States,VIP,648,649,Chicago Tapas Table,Spanish,Chicago,United States,Medio,2.9,1,"Average experience, nothing special."
3113,8652,20241219,2024-12-19,19,Thursday,0,51,12,December,4,2024,2024-12,3833,3834,Cliente_003834,London,United Kingdom,VIP,651,652,Leeds Agave Garden,Mexican,Leeds,United Kingdom,Alto,3.0,1,"It was fine, some items were cold."
3114,8654,20251022,2025-10-22,22,Wednesday,0,43,10,October,4,2025,2025-10,4815,4816,Cliente_004816,Brasilia,Brazil,VIP,653,654,Brasilia Backyard Diner,American,Brasilia,Brazil,Medio,4.4,0,
3115,8656,20260609,2026-06-09,9,Tuesday,0,24,6,June,2,2026,2026-06,2392,2393,Cliente_002393,Yokohama,Japan,VIP,655,656,Yokohama Sakura Corner,Japanese,Yokohama,Japan,Bajo,2.4,0,
3116,8658,20251109,2025-11-09,9,Sunday,1,46,11,November,4,2025,2025-11,5304,5305,Cliente_005305,Nagoya,Japan,VIP,657,658,Tokyo Piazza House,Italian,Tokyo,Japan,Alto,2.9,0,
3117,8659,20250718,2025-07-18,18,Friday,0,29,7,July,3,2025,2025-07,2665,2666,Cliente_002666,London,United Kingdom,Recurrente,658,659,London Sunset Cafe,Mediterranean,London,United Kingdom,Medio,3.7,1,"Average experience, nothing special."
3118,8666,20251019,2025-10-19,19,Sunday,1,43,10,October,4,2025,2025-10,3681,3682,Cliente_003682,Mumbai,India,VIP,665,666,Delhi Olympus Diner,Greek,Delhi,India,Bajo,2.7,0,
3119,8667,20260531,2026-05-31,31,Sunday,1,23,5,May,2,2026,2026-05,4817,4818,Cliente_004818,Bangalore,India,VIP,666,667,Bangalore Sol Eatery,Mexican,Bangalore,India,Alto,2.1,0,
3120,8669,20260824,2026-08-24,24,Monday,0,35,8,August,3,2026,2026-08,4086,4087,Cliente_004087,Chennai,India,VIP,668,669,Chennai Roadside Place,American,Chennai,India,Alto,4.9,0,
3121,8670,20250424,2025-04-24,24,Thursday,0,17,4,April,2,2025,2025-04,3670,3671,Cliente_003671,London,United Kingdom,Recurrente,669,670,London Champs House,French,London,United Kingdom,Alto,3.4,0,
3122,8672,20241005,2024-10-05,5,Saturday,1,40,10,October,4,2024,2024-10,1880,1881,Cliente_001881,Bangalore,India,VIP,671,672,Bangalore Lemongrass Kitchen,Thai,Bangalore,India,Bajo,5.0,1,"Really enjoyed this, everything arrived hot."
3123,8677,20250602,2025-06-02,2,Monday,0,23,6,June,2,2025,2025-06,622,623,Cliente_000623,Chicago,United States,EnRiesgo,676,677,Chicago Hanoi Bistro,Vietnamese,Chicago,United States,Bajo,2.9,0,
3124,8678,20260422,2026-04-22,22,Wednesday,0,17,4,April,2,2026,2026-04,5779,5780,Cliente_005780,Hyderabad,India,VIP,677,678,Hyderabad Churrascaria Diner,Brazilian,Hyderabad,India,Alto,5.0,0,
3125,8679,20250512,2025-05-12,12,Monday,0,20,5,May,2,2025,2025-05,2023,2024,Cliente_002024,Houston,United States,EnRiesgo,678,679,Houston Madrid Eatery,Spanish,Houston,United States,Alto,3.5,1,"Food was okay, delivery took a while."
3126,8680,20260310,2026-03-10,10,Tuesday,0,11,3,March,1,2026,2026-03,238,239,Cliente_000239,Tokyo,Japan,Recurrente,679,680,Tokyo Spice Corner,Indian,Tokyo,Japan,Medio,2.1,0,
3127,8682,20241221,2024-12-21,21,Saturday,1,51,12,December,4,2024,2024-12,3054,3055,Cliente_003055,New York,United States,VIP,681,682,New York Cantina House,Mexican,New York,United States,Alto,4.9,0,
3128,8684,20251109,2025-11-09,9,Sunday,1,46,11,November,4,2025,2025-11,3912,3913,Cliente_003913,Tokyo,Japan,VIP,683,684,Houston Uptown Kitchen,American,Houston,United States,Medio,2.8,0,
3129,8685,20250525,2025-05-25,25,Sunday,1,22,5,May,2,2025,2025-05,1550,1551,Cliente_001551,London,United Kingdom,VIP,684,685,London Cheri Table,French,London,United Kingdom,Alto,3.1,0,
3130,8686,20251115,2025-11-15,15,Saturday,1,46,11,November,4,2025,2025-11,2154,2155,Cliente_002155,Leeds,United Kingdom,VIP,685,686,Leeds Sushi Kitchen & Bar,Japanese,Leeds,United Kingdom,Bajo,3.7,0,
3131,8690,20250704,2025-07-04,4,Friday,0,27,7,July,3,2025,2025-07,3147,3148,Cliente_003148,Hyderabad,India,VIP,689,690,Hyderabad Bazaar Diner,Middle Eastern,Hyderabad,India,Alto,2.5,0,
3132,8691,20260813,2026-08-13,13,Thursday,0,33,8,August,3,2026,2026-08,221,222,Cliente_000222,Nagoya,Japan,Recurrente,690,691,Nagoya Panda Eatery,Chinese,Nagoya,Japan,Bajo,5.0,1,Consistently good quality.
3133,8696,20241115,2024-11-15,15,Friday,0,46,11,November,4,2024,2024-11,3386,3387,Cliente_003387,Tokyo,Japan,VIP,695,696,Chennai Acropolis Kitchen,Greek,Chennai,India,Alto,2.0,0,
3134,8697,20260822,2026-08-22,22,Saturday,1,34,8,August,3,2026,2026-08,4432,4433,Cliente_004433,Nagoya,Japan,Recurrente,696,697,Nagoya Azteca Table,Mexican,Nagoya,Japan,Bajo,3.6,1,Decent but could be better.
3135,8698,20260521,2026-05-21,21,Thursday,0,21,5,May,2,2026,2026-05,2562,2563,Cliente_002563,Yokohama,Japan,Recurrente,697,698,Yokohama Hanok Kitchen & Bar,Korean,Yokohama,Japan,Bajo,5.0,1,Excellent service and tasty food.
3136,8699,20260606,2026-06-06,6,Saturday,1,23,6,June,2,2026,2026-06,4637,4638,Cliente_004638,Tokyo,Japan,Recurrente,698,699,Tokyo Diner Grill,American,Tokyo,Japan,Alto,4.3,0,
3137,8700,20241001,2024-10-01,1,Tuesday,0,40,10,October,4,2024,2024-10,362,363,Cliente_000363,Mumbai,India,Recurrente,699,700,Mumbai Provence Garden,French,Mumbai,India,Alto,3.2,1,"Food was okay, delivery took a while."
3138,8701,20260529,2026-05-29,29,Friday,0,22,5,May,2,2026,2026-05,4135,4136,Cliente_004136,Nagoya,Japan,VIP,700,701,Tokyo Fuji Bistro,Japanese,Tokyo,Japan,Bajo,3.4,0,
3139,8702,20260731,2026-07-31,31,Friday,0,31,7,July,3,2026,2026-07,5053,5054,Cliente_005054,Mumbai,India,Recurrente,701,702,Mumbai Jasmine Diner,Thai,Mumbai,India,Alto,4.2,0,
3140,8713,20260806,2026-08-06,6,Thursday,0,32,8,August,3,2026,2026-08,5866,5867,Cliente_005867,Mumbai,India,VIP,712,713,Mumbai Kimchi Bistro,Korean,Mumbai,India,Alto,3.5,0,
3141,8715,20250312,2025-03-12,12,Wednesday,0,11,3,March,1,2025,2025-03,4099,4100,Cliente_004100,Yokohama,Japan,EnRiesgo,714,715,Chicago Lumiere Eatery,French,Chicago,United States,Medio,5.0,1,Excellent service and tasty food.
3142,8724,20260216,2026-02-16,16,Monday,0,8,2,February,1,2026,2026-02,3478,3479,Cliente_003479,Tokyo,Japan,Recurrente,723,724,Tokyo Toro Garden,Spanish,Tokyo,Japan,Alto,4.8,1,Consistently good quality.
3143,8728,20250527,2025-05-27,27,Tuesday,0,22,5,May,2,2025,2025-05,4311,4312,Cliente_004312,Fortaleza,Brazil,VIP,727,728,Fortaleza Seoul Corner,Korean,Fortaleza,Brazil,Bajo,3.4,0,
3144,8729,20260428,2026-04-28,28,Tuesday,0,18,4,April,2,2026,2026-04,1900,1901,Cliente_001901,Hyderabad,India,Recurrente,728,729,Hyderabad Route 66 Place,American,Hyderabad,India,Alto,3.2,0,
3145,8730,20250619,2025-06-19,19,Thursday,0,25,6,June,2,2025,2025-06,2648,2649,Cliente_002649,Sao Paulo,Brazil,VIP,729,730,Sao Paulo Chateau House,French,Sao Paulo,Brazil,Alto,3.2,1,"It was fine, some items were cold."
3146,8732,20260801,2026-08-01,1,Saturday,1,31,8,August,3,2026,2026-08,38,39,Cliente_000039,Sao Paulo,Brazil,VIP,731,732,Bangalore Siam Kitchen,Thai,Bangalore,India,Alto,3.4,0,
3147,8734,20260820,2026-08-20,20,Thursday,0,34,8,August,3,2026,2026-08,5569,5570,Cliente_005570,Tokyo,Japan,VIP,733,734,Rio de Janeiro Cedar Kitchen & Bar,Mediterranean,Rio de Janeiro,Brazil,Bajo,4.0,1,Consistently good quality.
3148,8736,20250507,2025-05-07,7,Wednesday,0,19,5,May,2,2025,2025-05,1650,1651,Cliente_001651,London,United Kingdom,EnRiesgo,735,736,London Golden Dragon Garden,Chinese,London,United Kingdom,Alto,2.7,0,
3149,8737,20250108,2025-01-08,8,Wednesday,0,2,1,January,1,2025,2025-01,3505,3506,Cliente_003506,Delhi,India,Recurrente,736,737,Delhi Saigon Bistro,Vietnamese,Delhi,India,Medio,3.2,1,"Average experience, nothing special."
3150,8739,20260302,2026-03-02,2,Monday,0,10,3,March,1,2026,2026-03,5815,5816,Cliente_005816,Delhi,India,Recurrente,738,739,Tokyo Ibiza Eatery,Spanish,Tokyo,Japan,Medio,2.3,1,Delivery was very delayed.
3151,8741,20260111,2026-01-11,11,Sunday,1,3,1,January,1,2026,2026-01,4243,4244,Cliente_004244,Brasilia,Brazil,EnRiesgo,740,741,Brasilia Meze Place,Greek,Brasilia,Brazil,Alto,3.5,0,
3152,8743,20250816,2025-08-16,16,Saturday,1,33,8,August,3,2025,2025-08,684,685,Cliente_000685,Delhi,India,Recurrente,742,743,Delhi Hallyu Cafe,Korean,Delhi,India,Medio,3.8,0,
3153,8744,20260418,2026-04-18,18,Saturday,1,16,4,April,2,2026,2026-04,1332,1333,Cliente_001333,Yokohama,Japan,VIP,743,744,Yokohama Liberty Kitchen,American,Yokohama,Japan,Alto,1.9,1,Delivery was very delayed.
3154,8749,20251219,2025-12-19,19,Friday,0,51,12,December,4,2025,2025-12,134,135,Cliente_000135,Hyderabad,India,EnRiesgo,748,749,Hyderabad Terra Bistro,Mediterranean,Hyderabad,India,Alto,3.4,1,"It was fine, some items were cold."
3155,8750,20251012,2025-10-12,12,Sunday,1,42,10,October,4,2025,2025-10,2290,2291,Cliente_002291,Bangalore,India,VIP,749,750,Bangalore Spice Route Diner,Middle Eastern,Bangalore,India,Medio,3.8,0,
3156,8751,20260629,2026-06-29,29,Monday,0,27,6,June,2,2026,2026-06,2509,2510,Cliente_002510,Brasilia,Brazil,VIP,750,751,Chennai Silk Road Eatery,Chinese,Chennai,India,Medio,3.7,1,"It was fine, some items were cold."
3157,8753,20251209,2025-12-09,9,Tuesday,0,50,12,December,4,2025,2025-12,5742,5743,Cliente_005743,London,United Kingdom,VIP,752,753,London Tropicana Place,Brazilian,London,United Kingdom,Medio,3.3,1,"Food was okay, delivery took a while."
3158,8763,20250521,2025-05-21,21,Wednesday,0,21,5,May,2,2025,2025-05,5829,5830,Cliente_005830,Mumbai,India,VIP,762,763,Mumbai Bella Eatery,Italian,Mumbai,India,Medio,5.0,1,"Loved it, definitely recommend."
3159,8765,20251020,2025-10-20,20,Monday,0,43,10,October,4,2025,2025-10,5250,5251,Cliente_005251,Hyderabad,India,VIP,764,765,Hyderabad Aleppo Place,Middle Eastern,Hyderabad,India,Medio,3.1,1,"Average experience, nothing special."
3160,8771,20260828,2026-08-28,28,Friday,0,35,8,August,3,2026,2026-08,1566,1567,Cliente_001567,London,United Kingdom,VIP,770,771,London Athena Grill,Greek,London,United Kingdom,Bajo,3.3,0,
3161,8774,20251023,2025-10-23,23,Thursday,0,43,10,October,4,2025,2025-10,373,374,Cliente_000374,Sao Paulo,Brazil,VIP,773,774,Sao Paulo Backyard Diner,American,Sao Paulo,Brazil,Bajo,3.2,0,
3162,8776,20260120,2026-01-20,20,Tuesday,0,4,1,January,1,2026,2026-01,1754,1755,Cliente_001755,Tokyo,Japan,VIP,775,776,Tokyo Sakura Corner,Japanese,Tokyo,Japan,Alto,4.2,0,
3163,8782,20260712,2026-07-12,12,Sunday,1,29,7,July,3,2026,2026-07,3466,3467,Cliente_003467,Rio de Janeiro,Brazil,Recurrente,781,782,New York Perfume River Kitchen & Bar,Vietnamese,New York,United States,Medio,4.4,0,
3164,8785,20250621,2025-06-21,21,Saturday,1,25,6,June,2,2025,2025-06,1476,1477,Cliente_001477,Tokyo,Japan,VIP,784,785,Tokyo Maharaja Bistro,Indian,Tokyo,Japan,Bajo,3.7,1,"Food was okay, delivery took a while."
3165,8786,20251107,2025-11-07,7,Friday,0,45,11,November,4,2025,2025-11,4733,4734,Cliente_004734,Delhi,India,VIP,785,786,Los Angeles Olympus Diner,Greek,Los Angeles,United States,Alto,3.0,0,
3166,8790,20260808,2026-08-08,8,Saturday,1,32,8,August,3,2026,2026-08,4602,4603,Cliente_004603,Hyderabad,India,Recurrente,789,790,Hyderabad Champs House,French,Hyderabad,India,Alto,5.0,1,"Great food, fast delivery, will order again."
3167,8793,20241121,2024-11-21,21,Thursday,0,47,11,November,4,2024,2024-11,2349,2350,Cliente_002350,Tokyo,Japan,Recurrente,792,793,Tokyo Vineyard Table,Italian,Tokyo,Japan,Bajo,1.8,1,Order arrived late and cold.
3168,8795,20260810,2026-08-10,10,Monday,0,33,8,August,3,2026,2026-08,4709,4710,Cliente_004710,Yokohama,Japan,VIP,794,795,Yokohama Sahara Grill,Middle Eastern,Yokohama,Japan,Alto,2.5,1,"It was fine, some items were cold."
3169,8796,20260127,2026-01-27,27,Tuesday,0,5,1,January,1,2026,2026-01,140,141,Cliente_000141,Mumbai,India,VIP,795,796,Mumbai Bamboo Garden Garden,Chinese,Mumbai,India,Medio,4.7,0,
3170,8797,20250725,2025-07-25,25,Friday,0,30,7,July,3,2025,2025-07,3575,3576,Cliente_003576,Hyderabad,India,VIP,796,797,Hyderabad Hanoi Bistro,Vietnamese,Hyderabad,India,Alto,3.1,0,
3171,8799,20260506,2026-05-06,6,Wednesday,0,19,5,May,2,2026,2026-05,4354,4355,Cliente_004355,Osaka,Japan,VIP,798,799,New York Madrid Eatery,Spanish,New York,United States,Alto,2.5,0,
3172,8801,20251217,2025-12-17,17,Wednesday,0,51,12,December,4,2025,2025-12,2281,2282,Cliente_002282,Fortaleza,Brazil,VIP,800,801,New York Santorini Place,Greek,New York,United States,Medio,3.2,0,
3173,8808,20260427,2026-04-27,27,Monday,0,18,4,April,2,2026,2026-04,3541,3542,Cliente_003542,Nagoya,Japan,Recurrente,807,808,Nagoya Trattoria Garden,Italian,Nagoya,Japan,Medio,4.5,1,"Great food, fast delivery, will order again."
3174,8809,20240904,2024-09-04,4,Wednesday,0,36,9,September,3,2024,2024-09,4306,4307,Cliente_004307,London,United Kingdom,Recurrente,808,809,Fortaleza Aegean Bistro,Mediterranean,Fortaleza,Brazil,Bajo,4.3,1,Excellent service and tasty food.
3175,8812,20241117,2024-11-17,17,Sunday,1,47,11,November,4,2024,2024-11,1572,1573,Cliente_001573,London,United Kingdom,Recurrente,811,812,Bangalore Rice Paper Corner,Vietnamese,Bangalore,India,Medio,2.1,0,
3176,8814,20250926,2025-09-26,26,Friday,0,39,9,September,3,2025,2025-09,5469,5470,Cliente_005470,Hyderabad,India,Recurrente,813,814,Chennai Barcelona House,Spanish,Chennai,India,Alto,3.4,1,"Food was okay, delivery took a while."
3177,8815,20250310,2025-03-10,10,Monday,0,11,3,March,1,2025,2025-03,5260,5261,Cliente_005261,Kyoto,Japan,VIP,814,815,Kyoto Namaste Cafe,Indian,Kyoto,Japan,Alto,4.1,1,Excellent service and tasty food.
3178,8817,20241030,2024-10-30,30,Wednesday,0,44,10,October,4,2024,2024-10,1961,1962,Cliente_001962,Los Angeles,United States,EnRiesgo,816,817,Los Angeles Azteca Table,Mexican,Los Angeles,United States,Medio,3.5,1,"Food was okay, delivery took a while."
3179,8819,20250824,2025-08-24,24,Sunday,1,35,8,August,3,2025,2025-08,4915,4916,Cliente_004916,Mumbai,India,Recurrente,818,819,Mumbai Diner Grill,American,Mumbai,India,Bajo,3.0,0,
3180,8820,20260311,2026-03-11,11,Wednesday,0,11,3,March,1,2026,2026-03,2812,2813,Cliente_002813,Tokyo,Japan,Recurrente,819,820,Tokyo Provence Garden,French,Tokyo,Japan,Alto,2.2,0,
3181,8822,20260114,2026-01-14,14,Wednesday,0,3,1,January,1,2026,2026-01,5847,5848,Cliente_005848,Hyderabad,India,VIP,821,822,Mumbai Jasmine Diner,Thai,Mumbai,India,Bajo,4.2,1,Excellent service and tasty food.
3182,8824,20250930,2025-09-30,30,Tuesday,0,40,9,September,3,2025,2025-09,2275,2276,Cliente_002276,New York,United States,VIP,823,824,New York Olive Corner,Mediterranean,New York,United States,Alto,2.0,1,Delivery was very delayed.
3183,8825,20260508,2026-05-08,8,Friday,0,19,5,May,2,2026,2026-05,1417,1418,Cliente_001418,Bangalore,India,Recurrente,824,825,Bangalore Cedar Grove Place,Middle Eastern,Bangalore,India,Bajo,3.7,0,
3184,8828,20251230,2025-12-30,30,Tuesday,0,53,12,December,4,2025,2025-12,5253,5254,Cliente_005254,Chennai,India,VIP,827,828,Chennai Ipanema Kitchen,Brazilian,Chennai,India,Medio,2.7,1,"Food was okay, delivery took a while."
3185,8829,20251209,2025-12-09,9,Tuesday,0,50,12,December,4,2025,2025-12,1962,1963,Cliente_001963,Mumbai,India,VIP,828,829,Mumbai Costa Table,Spanish,Mumbai,India,Bajo,3.7,0,
3186,8830,20260715,2026-07-15,15,Wednesday,0,29,7,July,3,2026,2026-07,372,373,Cliente_000373,Fortaleza,Brazil,VIP,829,830,Fortaleza Bombay Kitchen & Bar,Indian,Fortaleza,Brazil,Medio,2.4,0,
3187,8833,20260811,2026-08-11,11,Tuesday,0,33,8,August,3,2026,2026-08,2779,2780,Cliente_002780,Delhi,India,Recurrente,832,833,Delhi Kimchi Bistro,Korean,Delhi,India,Bajo,2.7,1,"Average experience, nothing special."
3188,8835,20250114,2025-01-14,14,Tuesday,0,3,1,January,1,2025,2025-01,4817,4818,Cliente_004818,Bangalore,India,VIP,834,835,Bangalore Lumiere Eatery,French,Bangalore,India,Alto,4.5,1,Consistently good quality.
3189,8836,20260215,2026-02-15,15,Sunday,1,8,2,February,1,2026,2026-02,1602,1603,Cliente_001603,Bangalore,India,Recurrente,835,836,Brasilia Umami Corner,Japanese,Brasilia,Brazil,Medio,2.5,1,"It was fine, some items were cold."
3190,8837,20250825,2025-08-25,25,Monday,0,35,8,August,3,2025,2025-08,3499,3500,Cliente_003500,Bangalore,India,VIP,836,837,Bangalore Chili Place,Thai,Bangalore,India,Medio,4.7,0,
3191,8844,20260825,2026-08-25,25,Tuesday,0,35,8,August,3,2026,2026-08,1689,1690,Cliente_001690,Tokyo,Japan,VIP,843,844,Tokyo Toro Garden,Spanish,Tokyo,Japan,Bajo,2.9,0,
3192,8849,20260702,2026-07-02,2,Thursday,0,27,7,July,3,2026,2026-07,1693,1694,Cliente_001694,Sao Paulo,Brazil,Recurrente,848,849,Tokyo Route 66 Place,American,Tokyo,Japan,Alto,2.7,0,
3193,8853,20240902,2024-09-02,2,Monday,0,36,9,September,3,2024,2024-09,5112,5113,Cliente_005113,Rio de Janeiro,Brazil,Recurrente,852,853,Osaka Nonna Table,Italian,Osaka,Japan,Alto,3.2,1,"Average experience, nothing special."
3194,8854,20241218,2024-12-18,18,Wednesday,0,51,12,December,4,2024,2024-12,3717,3718,Cliente_003718,Mumbai,India,Recurrente,853,854,Mumbai Cedar Kitchen & Bar,Mediterranean,Mumbai,India,Bajo,4.5,0,
